dataset_name,recommended_dim,sample_count,original_dim,class_count,baseline_quality,intrinsic_dim_pca_95,intrinsic_dim_twonn,minority_fraction,class_entropy_normalized,variance_in_top_10_pca,mean_centroid_cosine_distance,intrinsic_dim_mle,intrinsic_dim_lpca,intrinsic_dim_consensus,local_id_std,task_family_code,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cls_coef,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lh_trace,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1,t2,t3,t4,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,task_family,true_intrinsic_dim,is_synthetic,language,linear_sep_metric,linear_sep_value,linear_sep_threshold
Sensitive Topics RU [baseline size=2000],88,297.0,384.0,77.0,0.3299663299663299,102.0,18.049896891705476,0.0033670033670033,0.8945612401846594,0.4009373051921545,0.6763127033822772,18.59166271523895,15.924,38.641389901736105,0.2936392344357272,0.0,0.1077441077441077,0.5747690654328133,0.2087618843211539,0.0,1.2712605587810622e-16,1.4931085306727735e-16,2.1750211331529645e-17,2.9112830441850486e-17,0.2005023404323831,0.1533615357888783,0.0129870129870129,0.013071359539876,0.0,0.0,3.1539736267203726,0.0,0.0,9.28125,0.5257227353712285,0.1598133556267157,0.7020066031200961,0.6669291669847046,31.646263388168556,0.3923189213321578,0.1178979708838193,1.3688090646355082,0.5193630829465536,6.944734723691662e-18,1.876854604311739e-17,-0.0101685604135136,0.0506185249928527,-1.293764403814197,0.3182292842532342,32.0,0.0,0.0,77.0,0.0,32.0,297.0,15.0,32.0,32.0,0.0,11.922530569217193,2.6625734684497058,0.7204968623302104,4.615420471664507,0.4254592781352643,0.141828585611361,0.0,0.0825435901288959,0.3724356463372215,0.0,0.0,-0.0097268161441789,0.0409119039979463,0.2005023404323831,0.1533615357888783,1.5905261922978027e-08,single,,0.0,ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kappa_vs_majority,0.32115009746588685,0.1
"Sensitive Topics RU [size=679, imbalanced]",48,679.0,384.0,77.0,0.5934726391433732,126.0,20.216216885436225,0.0014727540500736,0.7346587067248957,0.3716563955649438,0.7085039792804277,20.9337576426995,16.188,45.834493632033926,0.4008191612186224,0.0,0.0471281296023564,0.4519647227422315,0.2300519266444362,0.0,1.4174372150588247e-16,1.689446752921046e-16,2.309387252360461e-17,3.3272039781053066e-17,0.1914258657709669,0.1348547792800946,0.0129870129870129,0.0251615863646595,0.0,0.0,2.688783043874429,0.0,0.0,21.21875,0.5351194426255923,0.1787780339152038,0.4600928025485459,0.483318669991684,19.304087043074553,0.3936752845009969,0.1247134267861796,1.3940682750488411,0.3581521157572069,-2.6161367296027256e-18,2.2492132742490632e-17,0.0004405358635988,0.0263725862079992,-1.4087276801348625,0.422531101497892,32.0,0.0,0.0,77.0,0.0,32.0,679.0,11.0,32.0,32.0,0.0,8.17734809684812,2.8027959551837034,0.7024618209466241,3.989787394591281,0.4172951977819142,0.1335976962487099,0.0,0.0043960976997547,0.232810643442852,0.0,0.0,0.0014406882027382,0.0175103064162327,0.1914258657709669,0.1348547792800947,8.157664047503593e-06,single,,0.0,ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kappa_vs_majority,0.5881235949215755,0.1
Sensitive Topics RU [size=1172],48,265.0,384.0,78.0,0.3850442628532516,100.0,20.43205292136922,0.0037735849056603,0.8780056151905089,0.4032527564855078,0.6968026154787419,19.49642029938292,16.132,39.01511830518804,0.3384907679686404,0.0,0.120754716981132,0.5840683742685348,0.2021930168479647,0.0,1.188028152269056e-16,1.209960532814675e-16,2.1228884116958956e-17,2.6666184167832265e-17,0.2079319199722285,0.1571009538832758,0.0128205128205128,0.0144603405207654,0.0,0.0,3.587238397485617,0.0,0.0,8.28125,0.5461672358685633,0.1757829291396343,0.5764615230816145,0.5131348861170237,32.7028113195766,0.4026621243271077,0.1278031678233574,1.410902311366947,0.4986141014257069,1.0866569698571699e-18,2.1117968081747016e-17,-0.0112489364167326,0.0490379376530603,-1.2618855583546835,0.3067693944599156,32.0,0.0,0.0,78.0,0.0,32.0,265.0,17.0,32.0,31.0,0.0,12.18369020418658,2.6727878697216307,0.7234033399296922,4.708877393517581,0.4330948560665918,0.1449743581185409,0.0,0.0810285583064407,0.3309833520058462,0.0,0.0,-0.0066193157576426,0.0372775812527277,0.2079319199722285,0.157100953883276,1.0024057835558707e-08,single,,0.0,ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kappa_vs_majority,0.3770578247084886,0.1
ANLI R3 [baseline size=2000],2,1200.0,1152.0,3.0,0.3983333333333332,469.0,13.827137572011289,0.3333333333333333,0.9999999999999998,0.1541963666128683,0.0181209462583565,40.59831508853554,17.888,135.32836316513672,0.3153664535108324,1.0,0.0080285489367975,0.0010994399145769,3.321928094887362,0.0,0.0266666666666666,0.9999999999999998,0.0,0.3133496415142693,0.0753327663393008,0.0,0.0022317369792414,0.0015638416237414,1.584962500721156,0.6396437335115641,1.5346500586724276e-16,1.653515138007371e-16,6.76798934982683e-17,8.34018007296878e-17,0.924562135112594,0.4661106090932041,0.1843914385748883,109.18273320418956,0.9936859049099342,0.0115190863740101,0.6101330864202336,0.0718990070153596,0.0091743157470358,0.0032346113635499,0.9825,0.0033071891388307,0.7945833333333333,0.0075346422166771,0.3333333333333333,0.0,0.0,0.0,0.4684184577116564,0.0,0.0,0.8851729383339542,0.1795149625236214,37.5,0.8899061807043056,0.1823238462865103,4.8923739916162265,0.0101271251100311,0.1617485865444216,0.5229554856215544,0.1752127498497631,0.0045641378910585,0.3616666666666666,0.0233964919022774,0.3233333333333333,0.0206281563241442,0.2278293930309282,0.9986326388888888,0.6572623809976811,0.1283381164184552,2.1663818063763713,0.2886374311205812,2.69460379935064e-18,4.8811654329330466e-17,-0.0006718109057512,0.04260049142620322,-2.250526412451215,0.5088101114604745,0.0145166039922907,0.0101271251100311,0.7575,0.5037958247037874,0.0619068506019802,0.6258333333333334,0.4841087411762894,0.1175,0.3221493962867849,32.0,0.0,0.0,3.0,0.0,2.0,1200.0,20.0,32.0,32.0,227.8364480185253,0.0,0.2020510213585739,4.4169082188275866,0.6297499763488996,0.1552796634880564,0.6717606649610297,0.1238030406810673,1.0367186275216431,-0.0086041821269627,0.2191437574445859,0.0,0.0,0.9733333333333334,0.0266666666666666,0.025,0.9375,0.0004431737188633,0.0280165931175669,0.4661106090932041,0.1843914385748883,0.8070406936301993,pair,,0.0,en,kappa_vs_majority,0.09749999999999982,0.1
ANLI R3 [size=395],2,395.0,1152.0,3.0,0.3848793276274192,262.0,28.952976122943912,0.2734177215189873,0.9880131406588188,0.1762803978505182,0.0328778333591154,41.8263026134102,17.804,87.64581968408852,0.3969685126052191,1.0,0.0153535065506593,0.0030107800296342,2.8072994887275695,0.0,0.0810126582278481,0.9880131406588188,0.0202727008448208,0.3500553010918462,0.0686481612495629,0.0,0.005559245189177,0.0026907727879503,1.5659637781639648,0.6455383566254738,1.4451466713000198e-16,1.7258352914184372e-16,7.424036650048699e-17,9.471900285243576e-17,0.9217246032255992,0.5430469762732247,0.2086639867995695,64.03311428043982,0.9921940620394718,0.0106081013824396,0.5430386481290097,0.0572767520558662,0.0027358497251002,0.0002034989293986,0.9479283101137504,0.0218114108199225,0.3536042450657233,0.0674652273791165,0.3333333333333333,0.0666132350105177,0.0,0.0,0.8065298250031266,0.0,0.0,0.8392741352973649,0.2169786796535784,12.34375,0.9665395142695864,0.1808707262626506,4.348807736409203,0.0113747383235618,0.0845596894126126,0.2896504715902639,0.1881487130577842,0.0106279091668277,0.3163969425612688,0.019106505598241,0.2918519014387621,0.0098343296820908,0.2888919926339253,0.99603909629867,0.7142353797610643,0.127270276995855,2.0913383376641437,0.4046756685667375,-3.943751092220691e-18,2.6342783653261258e-17,0.0080291720787068,0.044775779491982186,-2.2326652210085527,0.4626024055909348,0.0244555304823323,0.0113747383235618,0.7544303797468355,0.5093063464498124,0.0403302675047579,0.6253164556962025,0.4846549755103092,0.3544303797468354,0.4789469912156516,32.0,0.0,0.0,3.0,0.0,2.0,395.0,25.0,32.0,30.0,113.79200955201844,0.0,0.2497899976879522,4.324003558672697,0.6957537912948663,0.188890258827985,0.7257667948470357,0.1297522632858652,1.105919005397419,-0.0337165256755912,0.1742078899532232,0.0,0.0,0.9898734177215188,0.0810126582278481,0.0759493670886076,0.9375,0.0033983103807678,0.0258288014342785,0.5430469762732248,0.2086639867995696,0.7646538185045624,pair,,0.0,en,kappa_vs_majority,0.07731899144112885,0.1
ANLI R3 [size=631],2,631.0,1152.0,3.0,0.3883472504325585,353.0,22.605635734644355,0.2725832012678288,0.987753395593478,0.1611770753635853,0.0228302246930926,41.316833306475154,17.86,108.69561726027987,0.3469870314579494,1.0,0.0117164912282016,0.0025546633429379,2.999987277687473,0.0,0.0507131537242472,0.987753395593478,0.0206917395565242,0.3253112922749759,0.0556838294848559,0.0,0.0038271941504259,0.0016124139920511,1.5655520919756525,0.6390598409521465,1.6631464623594128e-16,1.833215994857486e-16,8.018843650053133e-17,9.811423815689783e-17,0.9221442406862376,0.4996067344844915,0.1835913625058198,79.73416944445204,0.9932888878120186,0.0084284388988233,0.5788192905864157,0.034349917754885,0.0038822301469752,0.0011967287810602,0.9682151500960372,0.0092912817048605,0.5731869905456125,0.0677964751154961,0.3333333333333333,0.0673176624332077,0.0,0.0,0.7251658718567987,0.0,0.0,0.8375490738208866,0.2230266822868256,19.71875,0.916971262287284,0.166530366741892,4.545904724906885,0.008364263964455,0.1573884685884232,0.4210130434212564,0.1804774396504223,0.0013056542188947,0.3334546318354272,0.0305151724235691,0.3156933466359891,0.0228614384144731,0.2424365513592892,0.9973101333380217,0.6773209313649098,0.1160385762227578,2.1264305000216535,0.362722219471027,4.618598161079297e-18,1.7830493527364962e-17,0.0028951153729838,0.0544573703166684,-2.2143112831994847,0.424977587026167,0.0196346447562398,0.008364263964455,0.7606973058637084,0.5067047627181284,0.0463518061461492,0.6006339144215531,0.4901566747159741,0.3629160063391442,0.4812223763225783,32.0,0.0,0.0,3.0,0.0,2.0,631.0,22.0,32.0,31.0,151.79050448488906,0.0,0.2147555626293281,4.340741783221139,0.5999225036280821,0.1533967691000936,0.6967493814904148,0.1208444860502085,1.0683879842038075,-0.0362515758840952,0.2597052971127479,0.0,0.0,0.9904912836767036,0.0507131537242472,0.0475435816164817,0.9375,0.0025561906551951,0.0358552611102002,0.4996067344844914,0.1835913625058198,0.7961181493801985,pair,,0.0,en,kappa_vs_majority,0.0825208756488378,0.1
ANLI R3 [size=833],2,833.0,1152.0,3.0,0.4249712143642487,405.0,16.78380671052337,0.2725090036014406,0.9877301391839556,0.1593723225363433,0.0273154746595949,41.1346568274555,17.968,120.22161588449472,0.176,1.0,0.0104441439155893,0.0023257844423382,3.1699042015789742,0.0,0.0384153661464585,0.9877301391839556,0.0207292200347982,0.3559368288087505,0.0891820824579147,0.0,0.0033373729325669,0.0026693557690178,1.565515231438658,0.6283629308239989,1.7498046050955403e-16,1.697159552111868e-16,8.115732318087504e-17,8.748667301208876e-17,0.9198996906454888,0.4881654091943418,0.1884401516583497,82.12304287442761,0.99183326494355,0.017018966708331,0.5336153959817667,0.0904466639989184,0.0061630006379224,0.002783288478866,0.9802990033516624,0.0016474578357461,0.7265411201887151,0.0440646337973652,0.3333333333333333,0.0673803484902855,0.0,0.0,0.8781327733481284,0.0,0.0,0.8639790368132146,0.1853512841777446,26.03125,0.9153776242406788,0.1776940365721736,4.7163563883879736,0.014166436932614,0.1447832075487666,0.3941934774394142,0.1752241213464242,0.0044419614595508,0.3072900800404524,0.0325965935430314,0.2913755977367648,0.0245036009467287,0.306767607924266,0.9978829466960852,0.6737738178209532,0.1234739092003558,2.192530312868331,0.4241931981748961,1.632680918566407e-18,1.4023510875586493e-17,0.0041486869274432,0.05635790511801299,-2.228290821287918,0.3887723145694803,0.0190630446296595,0.014166436932614,0.7755102040816326,0.5029958550731786,0.0563205049213402,0.6158463385354142,0.4866867332892634,0.3481392557022809,0.476666630611361,32.0,0.0,0.0,3.0,0.0,2.0,833.0,20.0,32.0,31.0,165.28530558266792,0.0,0.2613354960363899,4.420821134156249,0.6381638802598811,0.2129436532826976,0.6879116737770312,0.1241972968408762,1.0602906003477446,-0.0175370064574682,0.2458654919382691,0.0,0.0,0.9747899159663864,0.0384153661464585,0.0360144057623049,0.9375,0.0042296825633911,0.0365649019201337,0.4881654091943417,0.1884401516583496,0.7537233044156273,pair,,0.0,en,kappa_vs_majority,0.137456821546373,0.1
PAWS-X English [baseline size=2000],2,1200.0,1152.0,2.0,0.5258333333333333,174.0,3.885983621541314,0.5,1.0,0.2149653668154963,0.078581125148876,28.59194481533661,16.928,55.851482109219475,0.2877776919776791,1.0,0.0091179139705465,0.0021587652210543,3.321928094887362,0.0,0.0266666666666666,1.0,0.0,0.2054463408549672,0.0,0.0,0.0010441519980613,0.0004661896895056,1.0,0.6509377576854225,1.509775590040936e-16,1.5777633333726772e-16,7.075306950041341e-17,7.513170920405763e-17,0.8888003892132332,0.5006255177202863,0.183360279350577,146.82802499315488,0.9986809937821656,0.0018748424147577,0.8503551967508931,0.0,0.0132223879804087,0.0,0.9891666666666666,0.0,0.8641666666666666,0.0,0.5,0.0,0.0,0.0,0.3029413287420461,0.0,0.0,0.8226957260236626,0.1983408876825398,37.5,0.9293242735609571,0.1911948365792368,4.315117405987564,0.0030582072915251,0.2129110528220563,0.3346319616148758,0.1857281203293878,0.0,0.4041666666666667,0.0,0.3924999999999999,0.0,0.0440682400134723,0.9984083333333332,0.6874526223574828,0.1396334105513851,2.3891410416370036,0.3939209934318681,-1.519617764955683e-17,3.6664293049334703e-17,-0.0033139846525942,0.03397790803723408,-2.301248260381553,0.2967689310802572,0.006810688899797,0.0030582072915251,0.6858333333333333,0.5121783107418452,0.1527895073910029,0.5408333333333334,0.4985376167870203,0.1075,0.3098770236854831,32.0,0.0,0.0,2.0,0.0,1.0,1200.0,14.0,32.0,30.0,486.75214134158506,0.0,0.0422081989706953,4.690389302018557,0.5575825211472968,0.0440682400134723,0.6976607436138457,0.1197632267992991,1.0141662969551817,-0.0022332999834957,0.1854416608430302,0.0,0.0,0.945,0.0266666666666666,0.025,0.9375,-0.0004017094635379,0.0231842152471507,0.5006255177202863,0.183360279350577,0.9577918010293046,pair,,0.0,en,kappa_vs_majority,0.05166666666666653,0.1
PAWS-X English [size=402],2,402.0,1152.0,2.0,0.4900497512437811,146.0,9.37139100340248,0.4427860696517413,0.9905341457736496,0.2378758044448537,0.1406520694997851,31.554514809239812,16.876,50.950476453160576,0.3295815528818323,1.0,0.0156075265620596,0.0036201521663238,2.807301401672066,0.0,0.0796019900497512,0.9905341457736496,0.0258490105057415,0.2712366085356738,0.0,0.0,0.0025729017159219,0.0013467360394178,0.9905341457736496,0.6609098721275852,1.518334426328471e-16,1.5342684931348836e-16,7.818825444574305e-17,8.814977330145304e-17,0.8885869902358532,0.5320728574515032,0.202129206554657,88.19457407460581,0.9977009594434396,0.0041829938786014,0.7574092439476836,0.0,0.0051546536713066,0.0,0.9776119402985076,0.0,0.6318407960199005,0.0,0.5,0.0809127162551771,0.0,0.0,0.39763615401734,0.0,0.0,0.771572886640968,0.2319966743704896,12.5625,0.9513497701842956,0.1932386279057794,3.786604310647229,0.0059339360003658,0.1030345168590267,0.3650242295614125,0.1848989277972542,0.0,0.3532338308457711,0.0,0.4029850746268657,0.0,0.0794115497640761,0.9947526051335362,0.7055470922415188,0.1440495846012279,2.1139115718800614,0.3762410121852024,2.0022678926697472e-18,2.1553173529963258e-17,0.0038809248440169,0.028348373119626406,-2.205688904498399,0.4500631946335654,0.0112312367984875,0.0059339360003658,0.6417910447761194,0.4942597086228881,0.0932297146993026,0.4701492537313433,0.4997300793742176,0.2810945273631841,0.4500936960033384,32.0,0.0,0.0,2.0,0.0,1.0,402.0,25.0,32.0,29.0,248.9547869963981,0.0,0.0735692978099343,4.319600476378461,0.698499883194329,0.0794115497640761,0.7180854641697217,0.1302152009347842,1.039629850297462,-0.031319092670339,0.1805381428896579,0.0,0.0,0.9676616915422884,0.0796019900497512,0.0746268656716417,0.9375,0.0031132013730048,0.0183386274136235,0.5320728574515032,0.202129206554657,0.9264307021900656,pair,,0.0,en,kappa_vs_majority,-0.15168539325842703,0.1
PAWS-X English [size=743],2,743.0,1152.0,2.0,0.5518207740194158,166.0,4.218499613405739,0.4414535666218035,0.990087066888582,0.2190546210787959,0.1271212669693574,30.67139610302051,16.516,54.351473929106554,0.6080657859146492,1.0,0.0117749336920969,0.0020665659408381,3.1698988560921553,0.0,0.0430686406460296,0.990087066888582,0.0270505952274586,0.2796060749132036,0.0,0.0,0.0016251149217631,0.0008072240141442,0.990087066888582,0.6427530276764027,1.6184986234566014e-16,1.6406300351322086e-16,7.858932680540771e-17,8.374024223622832e-17,0.8851527101101747,0.5144746670718876,0.1884328784222767,104.74741582723507,0.9975568888397386,0.0044961227089113,0.7445884303440953,0.0,0.0073794748953969,0.0,0.9878869448183042,0.0,0.8209959623149394,0.0,0.5,0.0827971601120183,0.0,0.0,0.4349800918157438,0.0,0.0,0.8143244138847976,0.1900809364016124,23.21875,0.9215893451418052,0.173611739353094,4.150533784624201,0.004740997177866,0.1879196296883712,0.3275625166136951,0.1835401661133314,0.0,0.3660834454912517,0.0,0.3539703903095559,0.0,0.0848099624313223,0.9970491749826556,0.6836629071447046,0.1281201923811487,2.293773744938881,0.366024248187289,-8.03155956576072e-19,1.1519580306684684e-17,0.0042757541253583,0.03215718890245497,-2.2935542767212573,0.3883887005989871,0.0094521383565354,0.004740997177866,0.6419919246298789,0.4951052052805299,0.1447148980434769,0.4979811574697174,0.5003327352928915,0.3337819650067294,0.4718805537197764,32.0,0.0,0.0,2.0,0.0,1.0,743.0,22.0,32.0,32.0,334.36314604413207,0.0,0.078179557128368,4.587328021660139,0.6652271063045984,0.0848099624313223,0.707159697941502,0.1219193966591252,1.0256421219119334,-0.0226217234006742,0.1414685256308862,0.0,0.0,0.955585464333782,0.0430686406460296,0.0403768506056527,0.9375,0.0036122735589841,0.0174300407591306,0.5144746670718876,0.1884328784222767,0.921820442871632,pair,,0.0,en,kappa_vs_majority,-0.015235258852359861,0.1
"PAWS-X English [size=811, imbalanced]",2,556.0,1152.0,2.0,0.6996900125932384,158.0,5.548417201459639,0.185251798561151,0.691432234520601,0.2267802748834018,0.1593724554283023,29.516867565963175,16.98,52.5113211918557,0.2088061301782109,1.0,0.0143288614681926,0.0037309864588234,2.999962664782203,0.0,0.0575539568345323,0.691432234520601,0.5676078918347868,0.2122710610997498,0.0,0.0,0.0015620132363907,0.0008692587017547,0.691432234520601,0.6498179592842928,1.855031696006063e-16,2.0356650372658822e-16,9.594551497581544e-17,1.2148494408917435e-16,0.844630241752544,0.5233846551820405,0.1891935129344791,87.10784413548015,0.998591906144362,0.0020351656163936,0.7624850266476295,0.0,0.0004245306966434,0.0,0.9442446043165468,0.0,0.5575539568345323,0.0,0.5,0.4451211752073591,0.0,0.0,0.4084068826471007,0.0,0.0,0.7256487965446621,0.1734658788144002,17.375,0.9499774481263066,0.2099864814321153,3.683457241777436,0.0043959632625155,0.1967465913355006,0.354130057235791,0.1562974203353779,0.0,0.185251798561151,0.0,0.185251798561151,0.0,0.0471851177611171,0.9926407794627607,0.7035414890721137,0.1513674357316259,2.245088725290418,0.371910324383115,-8.286736604666186e-18,1.8432385421182344e-17,-0.0031071136423976,0.03696133631210582,-2.2734016873757623,0.3369955131828107,0.0079376575253682,0.0043959632625155,0.4388489208633093,0.4710814942772779,0.1294422100809982,0.3255395683453237,0.4689980466919819,0.2212230215827338,0.4154441199950015,32.0,0.0,0.0,2.0,0.0,1.0,556.0,22.0,32.0,29.0,376.94055175528825,0.0,0.0450590033804137,4.51849041266618,0.6237419463118837,0.0471851177611171,0.7133706298582925,0.1222878661461511,1.0422511722986425,0.0189387278957912,0.179867216463702,0.0,0.0,0.9190647482014388,0.0575539568345323,0.0539568345323741,0.9375,-0.0024528433579888,0.0202806284703636,0.5233846551820402,0.1891935129344791,0.9549409966195864,pair,,0.0,en,kappa_vs_majority,-0.6210908058073737,0.1
STS multilingual EN [baseline size=2000],56,408.0,768.0,4.0,0.8595604099279832,192.0,6.622626679860727,0.2401960784313725,0.9996027377191338,0.2467828711233222,0.4032810366628102,27.312841196101928,16.936,60.71786696899067,0.4773929199307422,2.0,0.0161087211780126,0.0053564044154457,2.8073116939036207,0.0,0.0784313725490196,0.9996027377191338,0.0004930087282005,0.343496036438856,0.1172590131462579,0.0,0.0091011099748202,0.0028935783383253,1.9992054754382675,0.6063452127694609,1.3597598954026695e-16,1.370105714389103e-16,8.697760792928463e-17,9.250062601965784e-17,0.9396468661174544,0.7351498790644146,0.4334909635721382,50.33896746562372,0.988079125314982,0.0084680229022707,0.4497511233018449,0.0943262399414275,0.0017766473469401,0.0007138022615857,0.9526465298042468,0.0093506233800752,0.098804433858212,0.0779480591654679,0.25,0.0095975001016917,0.0,0.0,0.68464434597796,0.0,0.0,0.8891122027336982,0.2114872058932901,12.75,1.04513395218108,0.2159062776186333,4.766802300799869,0.0125747598912875,0.4740038070409362,0.6450168702112501,0.1798865358533168,0.0135234563511501,0.2680485767230527,0.0479964904304141,0.244692979412196,0.0609167308971673,0.4559933790314932,0.9964256535947712,0.7735023109573245,0.1520596057408232,2.5939769957768943,0.6492757690267378,3.911631367398682e-18,2.9740329962940035e-17,-0.0016474738481523,0.08078280196981576,-2.5240674114779775,0.7417788258923476,0.03971486854202,0.0125747598912875,0.8112745098039216,0.5208901316046536,0.0818465733149566,0.6740196078431373,0.4693154820881258,0.4142156862745098,0.4931908567465516,32.0,0.0,0.0,4.0,0.0,3.0,408.0,15.0,32.0,29.0,69.6866671592622,0.0,0.3814679334756803,5.118044407254873,1.10213612989328,0.2606667208555316,0.8323084528384508,0.2092382951394312,1.1831983757917357,0.0454543151219979,0.3968800947510124,0.0,0.0,0.9852941176470588,0.0784313725490196,0.0735294117647058,0.9375,-0.0015421341538572,0.0680560260503835,0.7351498790644148,0.4334909635721382,0.6595307570345064,sts,,0.0,en,abs_spearman,0.8595604099279832,0.15
STS multilingual EN [size=596],56,596.0,768.0,4.0,0.8495395272648529,220.0,12.221548697351512,0.2248322147651006,0.9980453973671146,0.2360233019114833,0.3210248719537645,25.796825276717993,17.08,68.77459349351737,0.4308131845707603,2.0,0.0129184833274397,0.0030136274480088,2.9999675080881127,0.0,0.0536912751677852,0.9980453973671146,0.002417436352663,0.2771256634197264,0.0784638485471353,0.0,0.006106799836962,0.0019490620496178,1.9960907947342292,0.6250549954170486,1.3665346422138103e-16,1.584059148178388e-16,8.767053329428061e-17,1.1744575868651523e-16,0.941554339856748,0.7109320583561214,0.3928610989852659,64.38327374986882,0.9924153408010816,0.0072258944783135,0.5853622216986532,0.0782599445465496,0.0031983453580068,0.0014765374915845,0.9642346015144332,0.0058116273733687,0.457371125072114,0.0357051229968015,0.25,0.0212675093309077,0.0,0.0,0.5759268435142627,0.0,0.0,0.8959921101406755,0.1886083076687747,18.625,1.0378854454509452,0.1910625971134056,4.9650550518461785,0.0097643942642615,0.4451718364514824,0.6259249534144159,0.1844779088899991,0.0056162909267789,0.3324163864481365,0.0351968526110887,0.3032469910464454,0.0555724950843849,0.2687988074780889,0.9975395252466104,0.7685772671988544,0.1382619408697747,2.599686535708043,0.5644563423851773,4.587121137817867e-18,2.9520330658566024e-17,0.0009058699536857,0.05427663153364157,-2.6515806703159,0.8677214277361577,0.0310032509761636,0.0097643942642615,0.8271812080536913,0.5241119415766342,0.0771657486556423,0.7013422818791947,0.4580538410511094,0.4345637583892617,0.496115984299655,32.0,0.0,0.0,4.0,0.0,3.0,596.0,16.0,32.0,31.0,95.76299786737184,0.0,0.242709051035126,5.251267206023943,1.1952241257147778,0.1411647408070109,0.8201206223121056,0.1989241339308933,1.1255210617036215,-0.0074821319255275,0.3457524456114492,0.0,0.0,0.9848993288590604,0.0536912751677852,0.0503355704697986,0.9375,0.0057248591803236,0.0448528495997051,0.7109320583561214,0.3928610989852659,0.7747149993604975,sts,,0.0,en,abs_spearman,0.8495395272648529,0.15
STS multilingual EN [size=864],56,393.0,768.0,4.0,0.8694776822435895,192.0,18.083126184396907,0.2391857506361323,0.999693251065738,0.239888711953321,0.3692804807403496,28.433938277989633,16.824,63.83526611559664,0.4658583475693014,2.0,0.0192609413857692,0.0141252478916086,2.8072676064695714,1.9414259721617057e-05,0.0814249363867684,0.999693251065738,0.000375972487969,0.3022734917389376,0.0564705150089036,0.0,0.0086334899703048,0.0022450797415683,1.9993865021314765,0.6152908639197487,1.5499565392992004e-16,1.6369649666637818e-16,1.0015344334352927e-16,1.2395986165613056e-16,0.9414109155112428,0.7221415515740123,0.3949824872716442,52.465374867323575,0.9912348220666872,0.0073479199559138,0.5453490664990316,0.0910312314377061,0.0020153707152483,0.0008888114578035,0.9334682705028412,0.0264215971965852,0.0711878646491205,0.102993441426205,0.25,0.0084072212050886,0.0,0.0,0.7976395207791341,0.0,0.0,0.9054906656923142,0.1815001357553139,12.28125,1.0313733371823115,0.1817135823448174,4.768545422497354,0.010064009849709,0.2966311077348946,0.4516729448734514,0.1963618304331437,0.0126093173106035,0.3012897258137562,0.0479947514694591,0.3219080781431788,0.0591932501270439,0.3129469221413261,0.9963288852630966,0.7708692961392847,0.1377008753903848,2.480284270112209,0.5513548014012418,-2.154058667370692e-18,2.68622134902859e-17,0.0064159938682221,0.03386713172967469,-2.508034994973329,0.6758916678640962,0.0381086861036941,0.0100685204048875,0.8396946564885496,0.527141748327579,0.0641754692224413,0.7430025445292621,0.4375350044231314,0.4427480916030534,0.4973445610446398,32.0,0.0,0.0,4.0,0.0,3.0,393.0,20.0,32.0,31.0,72.66477025292787,0.0,0.2804856295548903,4.988319265085538,1.035989124175729,0.1556214525513715,0.8270563556066701,0.1983658040889898,1.1771511084523874,-0.0244450374055039,0.2390680667966533,0.0,0.0,0.9847328244274808,0.0814249363867684,0.0763358778625954,0.9375,0.0022958688345769,0.0275154712447509,0.7221415515740124,0.3949824872716442,0.7437387606587803,sts,,0.0,en,abs_spearman,0.8694776822435895,0.15
