dataset_name,recommended_dim,sample_count,original_dim,class_count,baseline_quality,intrinsic_dim_pca_95,intrinsic_dim_twonn,minority_fraction,class_entropy_normalized,variance_in_top_10_pca,mean_centroid_cosine_distance,intrinsic_dim_mle,intrinsic_dim_lpca,intrinsic_dim_consensus,local_id_std,task_family_code,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cls_coef,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lh_trace,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1,t2,t3,t4,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,task_family,true_intrinsic_dim,is_synthetic,language,linear_sep_metric,linear_sep_value,linear_sep_threshold
TweetEval Sentiment (3 classes) [baseline size=2000],16,1125.0,384.0,3.0,0.56,151.0,18.66757903011676,0.2888888888888888,0.9958549382669746,0.2907001652415032,0.1047010698146616,28.1450342029381,16.988,53.700153308263715,0.1088852607105295,0.0,0.0085989478990727,0.0015367029336805,3.3219138460005415,0.0,0.0284444444444444,0.9958549382669746,0.0064239828693789,0.4995851467929724,0.1205240460627259,0.0,0.0035532631520781,0.0030089713013799,1.578392733311137,0.6260820573020107,1.5175504991713307e-16,1.6548323329514844e-16,3.1542398452065296e-17,4.039348814943076e-17,0.9176955318307632,0.2459628561645359,0.1538096461270011,68.04267884747625,0.983946977825086,0.0272500369675471,0.3204643548413706,0.0986814329019038,0.0069028871837922,0.0021970569055828,0.9771551724137932,0.0077427999618041,0.796293103448276,0.0309936273224297,0.3333333333333333,0.038490017945975,0.0,0.0,0.737822640864107,0.0,0.0,0.8551088236187877,0.2140265337297013,35.15625,0.6356392738877632,0.1818741714212174,4.877109480666441,0.0199827991480247,0.1347198418961107,0.3020781487168276,0.1406660640001253,0.0203909622471029,0.2244109195402298,0.0591662043686896,0.1893821839080459,0.0491701409354454,0.7270449023602908,0.9983668148148148,0.4700169006817632,0.1347819881593382,1.5686548670753522,0.3248894752842209,7.247289188525328e-18,2.6524567382362992e-17,0.005229628820941,0.018673178710692274,-1.5944383502755235,0.3567686523661633,0.0231970986452377,0.0199827991480247,0.7093333333333334,0.5028485574910113,0.040156285926782,0.568,0.4955747229730569,0.1875555555555555,0.3905304561347827,32.0,0.0,0.0,3.0,0.0,2.0,1125.0,19.0,32.0,32.0,142.20385048164275,0.0,0.5136966834716415,3.163093217350876,0.6373638404074768,0.5197591523253686,0.478482592783501,0.1325375742422795,1.0465995945707718,-0.0331182901966966,0.1425007892951617,0.0,0.0,0.9911111111111112,0.0284444444444444,0.0257777777777777,0.90625,0.0033089562536685,0.013478584158558,0.245962856164536,0.1538096461270011,0.545023411694448,single,,0.0,en,kappa_vs_majority,0.3400000000000001,0.1
TweetEval Sentiment (3 classes) [size=303],2,303.0,384.0,3.0,0.4521452145214522,121.0,22.018110204508737,0.1551155115511551,0.9239109004590064,0.3158234824616521,0.125905752121453,26.31845732649145,17.0,46.584141882750046,0.0,0.0,0.0174428535673058,0.0058263585182388,2.584891786153322,0.0,0.1056105610561056,0.9239109004590064,0.0940027066609814,0.5193671744245294,0.0456371389052194,0.0,0.0081420993461265,0.0046323275599213,1.4643641312350422,0.6387337710109793,1.2678547569365172e-16,1.517226646923169e-16,3.096435939673031e-17,4.117296024488975e-17,0.9071536292702118,0.2725244787804878,0.157949586184373,48.499807251873925,0.9830760189109228,0.0204173546799171,0.2567568743566633,0.0779976530267952,0.0003000393489871,0.0004179470427313,0.8887977180460974,0.0461058899765558,0.1145833333333333,0.1984641550339338,0.3333333333333333,0.1571733452117578,0.0,0.0,0.8432020211844345,0.0,0.0,0.8270467468046659,0.216683104206023,9.46875,0.6632068225161567,0.1791127648159534,4.019062722524101,0.0172584549150552,0.1449471677825442,0.451365618009281,0.1296964577348853,0.0203489326069968,0.1440844901344508,0.0808684936803108,0.1524228708311507,0.060906740412789,0.7484777932340878,0.9944123125183806,0.4900124799669157,0.1294784843899506,1.4667492445116794,0.437002228473368,4.4198235097494875e-18,2.242056294036914e-17,-0.0007857138567122,0.03769041634086739,-1.5084929860726357,0.3933550633923188,0.0301931948642633,0.0172584549150552,0.7326732673267327,0.5081384609521737,0.0327423950061463,0.6105610561056105,0.4884297200810815,0.3003300330033003,0.4591597818701949,32.0,0.0,0.0,3.0,0.0,2.0,303.0,25.0,32.0,30.0,84.61173462344651,0.0,0.5415672721868934,2.975242230584315,0.7517422545217866,0.4374093124639821,0.5054422449659487,0.1326751678514388,1.210058851090495,0.0042853642851926,0.2450968310585516,0.0,0.0,1.0,0.1056105610561056,0.0957095709570957,0.90625,-0.0029149500464662,0.0224122784771708,0.2725244787804878,0.1579495861843729,0.5306328948348508,single,,0.0,en,kappa_vs_majority,0.17821782178217827,0.1
TweetEval Sentiment (3 classes) [size=878],8,878.0,384.0,3.0,0.5592126794146525,148.0,21.261471400590963,0.1560364464692483,0.924532347128866,0.2903774601443043,0.1418982872392523,28.58904378617456,16.988,53.709628796691376,0.1088852607105296,0.0,0.0102055785938797,0.0021291186117555,3.169906279438482,0.0,0.0364464692482915,0.924532347128866,0.0937505685228236,0.499405236471317,0.1142722292894227,0.0,0.00384560202486,0.0029434641372929,1.4653491009029675,0.6324678317044653,1.5684844806999478e-16,1.630533826202904e-16,3.280966477858425e-17,3.572191918791148e-17,0.907624096435612,0.2482194554667664,0.1535928622881215,65.7275626096507,0.9840040825607042,0.0234971579096905,0.2895851072119658,0.1266993102624724,0.0034311221042753,0.0029417171565219,0.9511763960884716,0.0347809809095306,0.6010112260942315,0.1677420274668823,0.3333333333333333,0.156705635405678,0.0,0.0,0.8779926035549968,0.0,0.0,0.8331550606309706,0.204807917545337,27.4375,0.6322202947693529,0.1970407908851784,4.612961094006727,0.0167599947315193,0.195189444298397,0.2982554120712978,0.1211867567346325,0.037114831831621,0.1797015378729594,0.0784157225774758,0.1749601132594246,0.075672880780443,0.719936295010342,0.997889436024097,0.468859445597851,0.1467398130145652,1.5586400618116425,0.3564279987579939,-1.9520578522381383e-18,2.5862969026368005e-17,0.0034056307881103,0.02044882405809213,-1.5722574973927068,0.428355509683468,0.0222942863347227,0.0167599947315193,0.7072892938496583,0.5032653331570103,0.0373367188374404,0.5671981776765376,0.4957462241102744,0.3109339407744875,0.4631396426397254,32.0,0.0,0.0,3.0,0.0,2.0,878.0,17.0,32.0,31.0,141.18469395458703,0.0,0.5118693228167185,3.1308975592043495,0.7007671634841262,0.5074798421531638,0.480972274524909,0.1320219985778596,1.0683773328472912,-0.0015154538961909,0.1846010030325137,0.0,0.0,0.9965831435079726,0.0364464692482915,0.0330296127562642,0.90625,0.0015449798632983,0.0168307987220414,0.2482194554667663,0.1535928622881215,0.5471196806753238,single,,0.0,en,kappa_vs_majority,0.3388190191219787,0.1
TweetEval Sentiment (3 classes) [size=998],16,998.0,384.0,3.0,0.5681283693331886,150.0,19.40857705143817,0.156312625250501,0.9248164242675492,0.2892595569176973,0.1167707642682529,28.90628421160633,16.992,53.82671531576112,0.0890842298052803,0.0,0.008863575898394,0.0020824788074915,3.1699191939077953,0.0,0.032064128256513,0.9248164242675492,0.093414210194328,0.4867012791933815,0.0938403069715997,0.0,0.0038090868381444,0.0025197649596141,1.4657993525150923,0.6333078610165499,1.529233884278316e-16,1.7022758968417192e-16,3.248336092339424e-17,5.411414400225659e-17,0.9074477942846576,0.2464021201263809,0.1539805031461736,66.01677507981064,0.984919926371686,0.019747380985499,0.3012946106303152,0.1022704362876056,0.0025411743071999,0.0028758321706688,0.9693676558089298,0.0173220999440135,0.6860658883489862,0.1143807467405772,0.3333333333333333,0.1564196403283154,0.0,0.0,0.7575807148383624,0.0,0.0,0.8300912590255535,0.2052869853064873,31.1875,0.637774882572492,0.1940115548598351,4.613515108724773,0.0150143214910517,0.1368481768975436,0.241236125043228,0.126055895513754,0.0254690414296518,0.1879742990233364,0.0762414603603107,0.1798698776602264,0.0644208027579738,0.6552658293787317,0.9979739037192622,0.4730234677928342,0.1436041961046408,1.5919080807351011,0.3075092988536554,-1.7103886777166116e-18,2.1031762991259514e-17,0.0040570033260255,0.025116296634303988,-1.5645680252805585,0.3826545401170343,0.0222034376981156,0.0150143214910517,0.6773547094188377,0.5000254063311573,0.0405993226973454,0.5190380761523046,0.499887927814054,0.313627254509018,0.4641994320081699,32.0,0.0,0.0,3.0,0.0,2.0,998.0,18.0,32.0,31.0,141.76704522096648,0.0,0.4825622735494719,3.15647610601566,0.6398093135555043,0.4406551870202652,0.4791174359929488,0.131879133927018,1.0516243923362876,-0.0015917436868804,0.159666615857102,0.0,0.0,0.9899799599198396,0.032064128256513,0.0290581162324649,0.90625,0.0029088843429574,0.0166112779372856,0.2464021201263809,0.1539805031461736,0.5714824141752964,single,,0.0,en,kappa_vs_majority,0.35219255399978283,0.1
TweetEval Emotion [baseline size=2000],16,1083.0,384.0,4.0,0.6278855032317635,151.0,8.533043259858136,0.1689750692520775,0.986249072274952,0.3116576166401683,0.1862052113943432,24.223171033186265,16.788,50.13605357326111,0.5282575129612451,0.0,0.0102121495375458,0.002071400226029,3.3219005444818483,7.851678204491752e-05,0.0295475530932594,0.986249072274952,0.0143597586880789,0.6001905289878843,0.0702319643676669,0.0,0.0068952665952376,0.0069962583642787,1.972498144549904,0.5757729856685245,1.4413806154894115e-16,1.5422310591331015e-16,3.1136185675305656e-17,3.7252089687696803e-17,0.927819109989196,0.2670167933060967,0.209385676790141,43.29007667421702,0.9659202664423489,0.0578487718579875,0.1802127512122115,0.0316343415400659,0.0016475251331407,0.0005901018548077,0.9382539682539682,0.0190161350504989,0.608956176673568,0.0630355376548815,0.25,0.0540166204986149,0.0,0.0,1.2244195081839313,0.0,0.0,0.8826747582707138,0.2069761003961977,33.84375,0.6570717645387232,0.253131327700528,5.248834017030958,0.0466063928785424,0.2247757566289291,0.4100816395779412,0.1019245256619797,0.0144457002111955,0.1366821946169772,0.0244712927667901,0.1085955831608005,0.0316605842878911,1.772321298122716,0.997803713735912,0.4829592251603682,0.1738249214861116,1.648644126650882,0.3480528662501854,-5.330710736889026e-18,3.890078357314377e-17,0.0050390281081837,0.04626332463065417,-1.697201596185997,0.4658235044694041,0.0455646720007935,0.0465614437194355,0.6472760849492152,0.4890256083870706,0.0914662364208555,0.5050784856879039,0.500205196645461,0.3167128347183748,0.4654093041800656,32.0,0.0,0.0,4.0,0.0,3.0,1083.0,14.0,32.0,31.0,71.90517847739564,0.0,1.0905510708981514,3.345845722836879,0.7126061249908372,0.8321431617720316,0.4935390766350606,0.1555376876318626,1.10799823060807,-0.0102994026139298,0.1761794159881571,9.483543465666088e-06,0.0,0.9667590027700832,0.0295475530932594,0.0267774699907663,0.90625,0.0024326937679137,0.0202713153012803,0.2670167933060967,0.209385676790141,0.2531434526161477,single,,0.0,en,kappa_vs_majority,0.5038473376423513,0.1
TweetEval Emotion [size=438],4,438.0,384.0,4.0,0.5502283105022832,132.0,6.1904145810034885,0.091324200913242,0.9119283853246352,0.3332998665550699,0.2042732326150492,27.0659009367844,16.84,45.524078879446975,0.397994974842648,0.0,0.0146804915302313,0.0031327536761663,2.8073097663273434,0.0,0.0730593607305936,0.9119283853246352,0.1024392346063139,0.5840948996684703,0.0842990715970579,0.0,0.0119775804016628,0.0089511859064485,1.8238567706492703,0.595629741392954,1.2063341698227789e-16,1.4776481606846216e-16,2.898458884671745e-17,3.894098899531136e-17,0.9175260963606156,0.2825139794404731,0.2149712760629589,34.888488295962404,0.9675714491415852,0.049386673566613,0.1620012678168554,0.0402726724281942,0.000551770279834,0.0007276374223128,0.893561318475299,0.056622635591596,0.1295000524787461,0.2050397682484019,0.25,0.1397053834194057,0.0,0.0,1.251759112373358,0.0,0.0,0.8396649032202121,0.2084412459820118,13.6875,0.6812493831170522,0.262368107922846,4.5788897872597065,0.0390627291679604,0.2559900369620415,0.3704717739152117,0.0969595480605633,0.0248458339521818,0.1054090103715712,0.044078547131663,0.0917415696166203,0.0625149111690546,1.6582853946145562,0.9950793352932592,0.5022123635235362,0.1808585685382212,1.6378012588525312,0.5383317261206676,3.8179758695014654e-18,1.9925838833132906e-17,-0.0050597017581608,0.04781377922631675,-1.5600955739971656,0.3841066040736,0.0522767497169071,0.0390627291679604,0.6552511415525114,0.4956523368116508,0.0787409804843301,0.4931506849315068,0.5005247865094045,0.3698630136986301,0.4833194521869493,32.0,0.0,0.0,4.0,0.0,3.0,438.0,22.0,32.0,31.0,52.70092405380388,0.0,1.0377132224004129,3.197896832849697,0.8329516678762836,0.8073713293944753,0.5079997753382967,0.1588676306678821,1.255523166164011,0.0311932761934648,0.2285772188707067,5.236451989590171e-06,0.0,0.9794520547945206,0.0730593607305936,0.0662100456621004,0.90625,-0.0035219526730799,0.0234456972971345,0.2825139794404732,0.2149712760629589,0.2734504024466573,single,,0.0,en,kappa_vs_majority,0.40030441400304423,0.1
TweetEval Emotion [size=1021],8,1021.0,384.0,4.0,0.6552210913690989,149.0,8.285348646260603,0.0901077375122429,0.9108043466457204,0.3202651865078221,0.1896092616798038,24.238916940101497,16.476,49.500066396590526,0.6703909307262442,0.0,0.0107483671257197,0.0028422751930411,3.321913223159961,4.00906855997218e-05,0.0313418217433888,0.9108043466457204,0.1033905582566209,0.5769668864033274,0.1086329414076914,0.0,0.0069777208391348,0.0066977617758378,1.821608693291441,0.5846507596281829,1.4530434912780986e-16,1.5513805579775583e-16,3.172745529540186e-17,4.01265113249813e-17,0.915692035874095,0.2679385397224431,0.2215944896924868,39.882065903165255,0.9680539090753963,0.0541678390686777,0.1770206580505263,0.0279662954500308,0.0010065022946175,0.0011427145477659,0.9287510166555148,0.0461020454217165,0.4467760598468047,0.2133296611329166,0.25,0.1404415113225974,0.0,0.0,1.1641550222736932,0.0,0.0,0.8613745463423399,0.1797913025912705,31.90625,0.6642330816185746,0.2731787358803862,5.097847033467296,0.0434782014019407,0.2671131095526486,0.392672946886222,0.0936103214530507,0.0151129056059034,0.1130969724475771,0.0274785415829374,0.096210404581839,0.0270652510922013,1.6475726122943413,0.9974972204661944,0.4903682420477022,0.1895336551295184,1.6864023713663794,0.3862718047002885,2.2563298492626838e-18,3.004090625582749e-17,0.0106490020863194,0.042419775835143864,-1.6387987062372833,0.4153924850566362,0.0456748829841051,0.0434817090960598,0.6072477962781586,0.4880417536501189,0.0881409046260172,0.4671890303623898,0.4991667886187353,0.3976493633692458,0.4896520958523853,32.0,0.0,0.0,4.0,0.0,3.0,1021.0,10.0,32.0,30.0,71.72953987240624,0.0,1.0222745959356243,3.3252010776036625,0.7097434190486324,0.7868193588072308,0.4921773851325028,0.1628772307470244,1.1136048002850372,-0.0262723103773472,0.198986931571227,5.795421616922581e-06,0.0,0.9686581782566112,0.0313418217433888,0.0284035259549461,0.90625,0.0049353144793077,0.0210810474202646,0.2679385397224431,0.2215944896924868,0.2774196074631746,single,,0.0,en,kappa_vs_majority,0.5402947884921319,0.1
TweetEval Emotion [size=1388],8,1025.0,384.0,4.0,0.6224411631881921,149.0,9.673640840803758,0.1219512195121951,0.9633090449871096,0.3176801264222947,0.1984568503980214,28.445935944759057,16.516,50.9088941963907,1.1071332349812286,0.0,0.0102530072378866,0.00212592112725,3.321898050316617,7.285903147218063e-05,0.0312195121951219,0.9633090449871096,0.034004163775156,0.6036125089207983,0.0676013281899729,0.0,0.0073593641235568,0.0076437539410513,1.9266180899742191,0.5805255401285211,1.3695360887557216e-16,1.57187061883536e-16,3.129502574212658e-17,4.34092859680378e-17,0.9242473323170732,0.2712270421382577,0.2175476475533415,39.59937344810442,0.9655567352362728,0.0614634690573321,0.1699148602766428,0.0223884658741636,0.0024205446842855,0.0011445366770223,0.9279411764705882,0.0340207097069679,0.5333986928104575,0.1371130873346582,0.25,0.0853658536585365,0.0,0.0,1.2587687121601367,0.0,0.0,0.8838751350168946,0.1981919563017186,32.03125,0.6656816502482563,0.2681375385193894,5.199863398537256,0.0510721811724696,0.1669122862466164,0.2855843967810815,0.0948727620008974,0.0132087494782804,0.1204738562091503,0.0239761043949107,0.0994934640522875,0.0297014761934266,1.793754555750136,0.9977308744794764,0.490577445826564,0.1852625550794083,1.6467284713155177,0.4243594084192232,-3.3848262945888926e-18,3.281733265389034e-17,0.0094745918045763,0.04274730768636084,-1.6510215812392115,0.4131890966266143,0.0486527417535805,0.0510330588424728,0.6673170731707317,0.4881999009094019,0.0879235857933449,0.5180487804878049,0.4999180573097857,0.2565853658536585,0.4369617769464454,32.0,0.0,0.0,4.0,0.0,3.0,1025.0,17.0,32.0,30.0,67.27771530619124,0.0,1.1021840619230792,3.297750052554729,0.7903442617538691,0.7989594077630939,0.4963987117736499,0.1600495442251467,1.1145047521154234,-0.0165003181627905,0.1526530250407154,8.650652066929118e-06,0.0,0.9668292682926828,0.0312195121951219,0.0282926829268292,0.90625,0.0023906453696467,0.0197514161602492,0.2712270421382577,0.2175476475533415,0.2490831208385768,single,,0.0,en,kappa_vs_majority,0.49658821758425614,0.1
20 Newsgroups [baseline size=2000],128,1200.0,384.0,20.0,0.5783333333333334,154.0,19.75947587654801,0.05,1.0,0.2982568618039584,0.6477856743889112,384.0,16.852,143.652868969137,0.8331242404347625,0.0,0.0266666666666666,0.4751950884366974,0.2357945195323313,0.0,1.290054493761264e-16,1.3338234137615802e-16,2.2097203556016468e-17,2.789567534523186e-17,0.2017273704893606,0.1563249969811347,0.05,7.119154932824459e-18,0.0,0.0,2.2821302023774437,0.0,0.0,37.5,0.5658544314271842,0.2220236836472831,0.3625067443221339,0.8176599593710807,12.016076903979016,0.4180861987707183,0.1593238951314022,1.4638989540051872,0.3488450145812991,3.446317305607258e-18,3.336506060222517e-17,0.0078537784462544,0.0332610918122985,-1.4750545177524426,0.3390566264980997,32.0,0.0,0.0,20.0,0.0,19.0,1200.0,11.0,32.0,31.0,0.0,5.291180067359547,2.93895347175763,0.6091377294008521,3.407172742202967,0.4293147230105767,0.1340822630331479,1.626595785239398,0.023881002192326,0.3061481426166479,1.5125697337253591e-05,3.544481812060598e-07,0.0027353479888298,0.0206428840944531,0.2017273704893606,0.1563249969811347,0.0005544671217986,single,,0.0,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kappa_vs_majority,0.556140350877193,0.1
20 Newsgroups [size=380],16,380.0,384.0,20.0,0.4578594342373869,129.0,20.843561421258308,0.0342105263157894,0.9983041899909598,0.3213341100601897,0.6824668281857509,23.57509655123117,16.756,47.54366449312237,1.196855881048341,0.0,0.0842105263157894,0.5216958128001978,0.2304343021603397,0.0,1.29012615720292e-16,1.3812494877835076e-16,2.448077307765473e-17,2.6135761589706802e-17,0.219992449446429,0.1622355685387579,0.05,0.0049784489627732,0.0,0.0,1.9923524629272005,0.0,0.0,11.875,0.5878767863280363,0.2286307103798516,0.2893490477929378,0.548711162403553,15.057155294488648,0.4311869840324096,0.1622885556007199,1.350841639238173,0.361761992907317,3.2503239865670706e-18,1.6732563708976774e-17,0.0058814618678202,0.0338521183148378,-1.3862496361454806,0.3853389258563419,32.0,0.0,0.0,20.0,0.0,19.0,380.0,19.0,32.0,31.0,0.0,6.126963317790132,2.7370912753836536,0.6623147838702717,4.312443946316239,0.4495945528539601,0.1357690163351755,0.0,-0.0247022865145509,0.265959057089709,4.232923680386059e-05,0.0,0.0025621246760925,0.0219283062162917,0.219992449446429,0.1622355685387579,0.0001309346959235,single,,0.0,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kappa_vs_majority,0.42932572024988097,0.1
"20 Newsgroups [size=643, imbalanced]",24,613.0,384.0,20.0,0.5318747010999522,142.0,19.630776888497444,0.0065252854812398,0.9874954464136212,0.3130698392800925,0.6714747698195508,384.0,16.896,140.63169422212434,0.6174010042103917,0.0,0.0522022838499184,0.4982292481075864,0.230268883674725,0.0,1.4271157674322872e-16,1.5543443561700527e-16,2.4473368127252457e-17,2.905587161469006e-17,0.209827170123652,0.1642956734708749,0.05,0.0116832800767034,0.0,0.0,2.7109517423552076,0.0,0.0,19.15625,0.5668015443746584,0.2243118927025518,0.6432395153773387,1.7699129130701392,13.07516413407237,0.4207680168747421,0.1661022311842109,1.4561115460480014,0.44354843968837,-6.0446481968784e-18,3.2656833807739546e-17,-0.0077805121472032,0.0277628002681043,-1.3777318922231336,0.2953253538622535,32.0,0.0,0.0,20.0,0.0,19.0,613.0,14.0,32.0,31.0,0.0,5.6708429479256415,2.833843438271135,0.6184939427330319,3.535629750782565,0.4375405593679019,0.1377625035615134,0.0,0.1322785610107589,0.4961922356209938,4.379194447181448e-05,0.0,-0.0042095713478888,0.0214711368877006,0.209827170123652,0.1642956734708748,0.0003040918148618,single,,0.0,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kappa_vs_majority,0.5072365274736339,0.1
DBpedia 14 [baseline size=2000],80,1190.0,384.0,14.0,0.9453773672917252,146.0,24.234820917569948,0.0714285714285714,1.0,0.2902393168402367,0.7731161330714399,28.20531334700605,16.812,53.813033566144,0.3907121702737195,0.0,0.0080737003715236,0.0013275577036972,3.321928094887362,0.0,0.026890756302521,1.0,-2.220446049250313e-16,0.6928099227725617,0.2171125319425641,0.0,0.0472391789562812,0.0468872178154113,3.8073549220576033,0.2126661207716447,1.4812416767296098e-16,1.6582391048151452e-16,3.038146921393471e-17,4.485984137429181e-17,0.9535546430515016,0.2189603558574659,0.1208030622991006,12.993048860197767,0.7873290104120203,0.2258369386433284,0.0179717302683194,0.0143074523760442,2.4497144447579155e-05,4.830999939959846e-05,0.2848093083387201,0.2422502256062501,0.0,0.0,0.0714285714285714,1.4401661021034318e-17,0.0,0.0,1.89641423030619,0.0,0.0,0.9365954038616966,0.2306150918996753,37.1875,0.6015276583565393,0.1844395801257229,6.836252877289226,0.276697030299717,0.178475629578233,0.3707791586890412,0.0,0.0,0.0,0.0,0.0031027795733678,0.0094988074421212,30.740277382987344,0.9942080361556388,0.4453003274526635,0.1353053552142466,1.4618762515545312,0.335787022862786,-6.997203936713169e-19,2.7611360899130457e-17,-0.0012150194521278,0.031369085144617115,-1.5518458282384466,0.3519692247018018,0.2930301396557399,0.276697030299717,0.3680672268907563,0.4677687803777977,0.0448972715307312,0.2126050420168067,0.4093225283153854,0.4605042016806722,0.4986472006142185,32.0,0.0,0.0,14.0,0.0,13.0,1190.0,13.0,32.0,29.0,10.336472414714942,0.0,6.805466876515731,3.013722079792978,0.5795777596093368,7.694336192947159,0.4542876979492469,0.1139690658626946,1.4045711593927643,0.0001985361009528,0.2499331676012319,0.0,0.0,0.965546218487395,0.026890756302521,0.0252100840336134,0.9375,-0.0005632205911606,0.0236193064707668,0.2189603558574659,0.1208030622991006,4.257642561172599e-06,single,,0.0,en,kappa_vs_majority,0.9411756263141655,0.1
"DBpedia 14 [size=593, imbalanced]",80,558.0,384.0,14.0,0.92831541218638,133.0,21.489184988201306,0.0125448028673835,0.985238241683738,0.2985035517750567,0.7891044064786745,25.57827653102224,16.82,49.22186537980589,0.3841874542459709,0.0,0.0131958301146267,0.0036804836019643,2.9999721323448267,0.0,0.057347670250896,0.985238241683738,0.0040871558913642,0.7096692218572207,0.2124731668404652,0.0,0.0673763537060751,0.0590958815519834,3.751151668873959,0.2097643467979213,1.4702308957894464e-16,1.8170301311636096e-16,3.093059829082429e-17,4.902233108222298e-17,0.9516418601957491,0.2290513056888007,0.1212201384995154,11.07950506776941,0.7784706776333835,0.2203966448785989,0.0115879107583037,0.0085858067759802,2.168801591690483e-06,5.44907145705689e-06,0.1485671263138529,0.1915537982867454,0.0,0.0,0.0714285714285714,0.0169703259641691,0.0,0.0,2.2559041632426564,0.0,0.0,0.9291892640604152,0.2480347889691627,17.4375,0.6175288428559502,0.1818030798860604,6.412557083127184,0.2769251243663963,0.1831496191041339,0.4059415254476717,0.0,0.0,0.0,0.0,0.0010388770892972,0.0054770109278651,31.12765555377296,0.991171105201629,0.4571700282132734,0.1369874823439429,1.3986343726660913,0.3043928780395338,-4.047688110612549e-18,5.607140422858489e-17,0.0040505140190073,0.028246212406240877,-1.519295106444512,0.3542530091317662,0.3385667180916017,0.2769251243663963,0.3888888888888889,0.4676114840639984,0.0465869632747099,0.2383512544802867,0.4264573348477678,0.3422939068100358,0.4749031155077846,32.0,0.0,0.0,14.0,0.0,13.0,558.0,20.0,32.0,30.0,7.8608004627707135,0.0,7.088933417395226,2.917929479110603,0.5630372127448788,8.285323264310323,0.465475854172389,0.1130619464634375,0.0,-0.0506553638317651,0.2294185014442114,0.0,0.0,0.9767025089605734,0.057347670250896,0.053763440860215,0.9375,0.0030332082678661,0.0223004707167336,0.2290513056888006,0.1212201384995155,2.7398039439973203e-06,single,,0.0,en,kappa_vs_majority,0.9228012131237939,0.1
"DBpedia 14 [size=662, imbalanced]",56,630.0,384.0,14.0,0.9428571428571428,135.0,23.6673738903248,0.0238095238095238,0.991369857858406,0.300185758952864,0.7909203636986207,25.488165138720813,16.748,50.2258847572614,0.4432786933747211,0.0,0.0115699370178954,0.0028463828297484,2.9999781441357594,0.0,0.0507936507936507,0.991369857858406,0.002717290146872,0.6930765475711606,0.2322385554070692,0.0,0.065539463270733,0.0617918648991236,3.774496907896749,0.211774907462532,1.381458956011873e-16,1.65278987246539e-16,2.7976658556190975e-17,3.695621436839518e-17,0.9521942110177404,0.2293292019400757,0.1289502455239689,11.509140704655907,0.7846300560874386,0.228505263091912,0.0127614444589183,0.0091271195110458,2.9511734857249887e-06,6.36050996708086e-06,0.200630734561121,0.2099542527418201,0.0,0.0,0.0714285714285714,0.0137534826279157,0.0,0.0,2.11526917882624,0.0,0.0,0.9332276307494444,0.2381995408405879,19.6875,0.6182520823892605,0.199430095803058,6.446518603783526,0.293703486019133,0.2098707690319901,0.4502201379696948,0.0,0.0,0.0,0.0,0.0012811556437156,0.0056693847038309,34.747458690385166,0.9918543713781808,0.4555170193668797,0.1429186379903551,1.409011245478217,0.2791385340268211,-4.653464562540958e-18,4.8800166431869786e-17,0.0003615693262289,0.02551766754727556,-1.5061074620974306,0.3751343102240276,0.3279564482489829,0.293703486019133,0.3825396825396825,0.4679092719456288,0.0464455581917633,0.2301587301587301,0.4212687780381265,0.346031746031746,0.4760814471291684,32.0,0.0,0.0,14.0,0.0,13.0,630.0,16.0,32.0,29.0,8.147489430847203,0.0,6.891833269721818,2.9151187075756475,0.5509128107306296,9.09927051741462,0.4646096898672752,0.1179044469171929,0.0,-0.0583680460478688,0.2471240278490382,0.0,0.0,0.9698412698412698,0.0507936507936507,0.046031746031746,0.90625,0.0040893730180571,0.018411187610574,0.2293292019400758,0.128950245523969,2.2234892296160993e-06,single,,0.0,en,kappa_vs_majority,0.9384615384615385,0.1
